target,unified_ID,Annotated_ID,cancer_related,Paper_cancer,validation,Paper_validation,group,LN18.lfc,LN229.lfc,A549.lfc,NCIH460.lfc,KP4.lfc,MIAPACA2.lfc
human_lncrna_fused_10388,human_lncrna_fused_10388,HSALNT0162188,NO,,,,Common essential,-0.573585,-1.2385415000000002,-1.9735265,-1.3574600000000001,-4.16428,-0.90735
human_lncrna_fused_10533,human_lncrna_fused_10533,HSALNT0162743,NO,,,,MIAPACA2,-0.5161,-0.774135,-0.07057500000000001,0.097055,-0.0939035,-2.23705
human_lncrna_fused_1179,human_lncrna_fused_1179,HSALNG0001650,NO,,,,Common essential,-2.846985,-0.7213529999999999,-0.6967850000000001,-0.021415000000000017,-2.06245,-1.6350117000000002
human_lncrna_fused_11899,human_lncrna_fused_11899,lnc-R3HCC1L-2,NO,,,,LN229,-0.10159499999999999,-1.83845,-0.41757500000000003,-0.266745,-0.661555,-0.44728499999999993
human_lncrna_fused_12078,human_lncrna_fused_12078,C10orf95-AS1;RPARP-AS1,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8520480/;https://pubmed.ncbi.nlm.nih.gov/35837104/;https://pubmed.ncbi.nlm.nih.gov/32190687/;https://pubmed.ncbi.nlm.nih.gov/34558724/;https://pubmed.ncbi.nlm.nih.gov/34675548/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8520480/;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9273977/,Common essential,-1.709515,0.10289999999999999,-0.10248125000000001,0.395655,-1.51375,-0.480406
human_lncrna_fused_12101,human_lncrna_fused_12101,URS0000D58F40_9606,NO,,,,KP4,-0.20521999999999999,-0.2992375,0.23027999999999998,-0.002464999999999995,-0.887325,-0.009984999999999994
human_lncrna_fused_12457,human_lncrna_fused_12457,HSALNG0080814,NO,,,,Common essential,-0.15912,-1.2135,-0.03836999999999999,0.04598500000000001,-0.23594700000000002,-1.6767999999999998
human_lncrna_fused_1284,human_lncrna_fused_1284,HSALNG0001810,NO,,,,LN229,-0.9114949999999999,-1.42198,-0.396695,-0.5710500000000001,-0.9803900000000001,-0.45159499999999997
human_lncrna_fused_12861,human_lncrna_fused_12861,ENSG00000282787,NO,,,,LN18,-1.37915,-0.114245,-0.3679,-0.5248349999999999,-0.382132,-0.025649999999999992
human_lncrna_fused_13785,human_lncrna_fused_13785,SPON1-AS1,NO,,,,Common essential,-2.664,-1.2116500000000001,-0.096175,-0.703944,-0.339225,-0.722055
human_lncrna_fused_15015,human_lncrna_fused_15015,HSALNG0084630,NO,,,,KP4,-0.4101,-0.190255,-0.133795,-0.390265,-1.26495,-0.609074
human_lncrna_fused_15144,human_lncrna_fused_15144,NEAT1,YES,https://www.frontiersin.org/articles/10.3389/fgene.2018.00471/full,YES,https://www.frontiersin.org/articles/10.3389/fgene.2018.00471/full;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102915/;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5325106/;https://onlinelibrary.wiley.com/doi/full/10.1002/kjm2.12354;https://www.dovepress.com/long-noncoding-rna-neat1-promotes-cell-proliferation-and-invasion-and--peer-reviewed-fulltext-article-OTT;https://www.nature.com/articles/s41419-018-0908-z;https://cancerci.biomedcentral.com/articles/10.1186/s12935-021-02018-3;https://www.spandidos-publications.com/10.3892/or.2021.8076,Core essential,-7.691800000000001,-7.463150000000001,-4.528650000000001,-6.68365,-7.4014,-7.4641
human_lncrna_fused_15157,human_lncrna_fused_15157,MALAT1,YES,https://pubmed.ncbi.nlm.nih.gov/29928382/,YES,https://pubmed.ncbi.nlm.nih.gov/29928382/;https://pubmed.ncbi.nlm.nih.gov/23153939/;https://pubmed.ncbi.nlm.nih.gov/24525122/;https://pubmed.ncbi.nlm.nih.gov/20213048/;https://pubmed.ncbi.nlm.nih.gov/25431257/,Core essential,-3.5102,-6.62365,-4.6515,-4.09865,-6.3307,-4.00535
human_lncrna_fused_15858,human_lncrna_fused_15858,ANKRD42-DT,NO,,,,KP4,-0.533065,0.162885,0.12277,0.15866,-1.3279999999999998,0.18260549999999998
human_lncrna_fused_1610,human_lncrna_fused_1610,ENSG00000284702,NO,,,,LN229,-0.19849,-2.22595,-0.20124,-0.24324500000000002,-0.672723,-0.17315000000000003
human_lncrna_fused_16431,human_lncrna_fused_16431,ENSG00000285696,NO,,,,LN18,-2.9036,-0.7359499999999999,0.100495,0.2686049999999999,-0.8040799999999999,0.5311400000000001
human_lncrna_fused_16880,human_lncrna_fused_16880,lnc-BLID-5,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6021240/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6021240/,Common essential,-3.81195,-5.1183,-0.17316399999999998,0.15572999999999998,-5.5245,0.192165
human_lncrna_fused_17397,human_lncrna_fused_17397,HSALNG0088468,NO,,,,LN18,-1.07985,-0.772525,-0.22017599999999998,0.050835000000000005,-0.641115,-0.30203747
human_lncrna_fused_1978,human_lncrna_fused_1978,lnc-RLF-4,NO,,,,Common essential,-1.26749,-0.47394000000000003,-0.53794,-1.82225,-0.78078,-0.78836
human_lncrna_fused_20305,human_lncrna_fused_20305,HSALNG0093194;MIR5700host,NO,,,,NCIH460,0.07567499999999999,0.014429999999999998,-0.34648499999999993,-1.9012499999999999,0.056040000000000006,0.10049999999999998
human_lncrna_fused_20610,human_lncrna_fused_20610,HSALNG0093670,NO,,,,KP4,-0.11821999999999999,0.17151,0.104505,0.06444000000000001,-0.9164049999999999,-0.082455
human_lncrna_fused_21248,human_lncrna_fused_21248,ENSG00000274191,NO,,,,Common essential,-0.815315,0.13844499999999998,-0.9533400000000001,0.132885,-0.6916899999999999,-0.46003000000000005
human_lncrna_fused_21546,human_lncrna_fused_21546,HSALNG0095097,NO,,,,Common essential,-0.35956,-0.06644000000000001,-0.906535,-2.0107015,-0.752745,-1.815
human_lncrna_fused_21576,human_lncrna_fused_21576,NONHSAG012751.2,NO,,,,KP4,-0.05666,-0.553335,-0.1346735,0.54990000000000006,-0.70636,-0.10831999999999997
human_lncrna_fused_23056,human_lncrna_fused_23056,DLEU2,YES,https://pubmed.ncbi.nlm.nih.gov/33106136/;https://www.sciencedirect.com/science/article/pii/S0753332220312865;https://cancerci.biomedcentral.com/articles/10.1186/s12935-021-02074-9,YES,https://pubmed.ncbi.nlm.nih.gov/34261460/;https://www.sciencedirect.com/science/article/pii/S0014482721000823?via%3Dihub#fig2;https://pubmed.ncbi.nlm.nih.gov/32922596/;https://www.sciencedirect.com/science/article/abs/pii/S0024320521004045?via%3Dihub;https://pubmed.ncbi.nlm.nih.gov/31721438/;https://pubmed.ncbi.nlm.nih.gov/33391439/#&gid=article-figures&pid=figure-4-uid-3,LN18,-1.42395,-0.6200650000000001,-0.220671,-0.19628700000000002,-0.9197900000000001,-0.17687499999999998
human_lncrna_fused_24029,human_lncrna_fused_24029,NEW,NO,,,,KP4,-0.21917199999999998,0.412625,0.25736,-0.17493999999999998,-2.59215,-0.267775
human_lncrna_fused_24033,human_lncrna_fused_24033,LINC00397,YES,https://onlinelibrary.wiley.com/doi/full/10.1002/cam4.1315,NO,,KP4,-0.741875,-0.612097,-0.529435,-0.40420999999999996,-3.8123,-0.88491
human_lncrna_fused_2439,human_lncrna_fused_2439,HSALNG0003628,NO,,,,LN229,-0.37673,-2.39265,-0.23606699999999997,-0.6515850000000001,-0.08587499999999998,-0.16400000000000003
human_lncrna_fused_24947,human_lncrna_fused_24947,ENSG00000277128,NO,,,,NCIH460,-0.61048,0.12713200000000002,-0.327525,-1.8864,-0.53531,-0.34502
human_lncrna_fused_25028,human_lncrna_fused_25028,lnc-OR6S1-4,NO,,,,Common essential,-4.14455,0.18563000000000002,-0.010920000000000013,0.21340299999999998,-0.5964499999999999,-1.28333
human_lncrna_fused_25417,human_lncrna_fused_25417,HSALNG0100442,NO,,,,MIAPACA2,-0.39331499999999997,-0.67669,-0.959225,-0.25983500000000004,-0.918015,-1.0861049999999999
human_lncrna_fused_25886,human_lncrna_fused_25886,NEW,NO,,,,A549,-0.12445,-0.7871750000000001,-1.34395,0.061624,-0.6179399999999999,-0.12622
human_lncrna_fused_27459,human_lncrna_fused_27459,NEW,NO,,,,KP4,0.21139999999999998,0.035579999999999994,-0.172097,-0.459015,-1.1286,0.401199
human_lncrna_fused_27820,human_lncrna_fused_27820,ENSG00000246451,NO,,,,KP4,-0.49859,-0.46934000000000003,-0.54146,-0.025035,-1.0917,-0.44467049999999997
human_lncrna_fused_2853,human_lncrna_fused_2853,lnc-GADD45A-2,NO,,,,MIAPACA2,-0.03442499999999998,-0.025624999999999953,-0.15288,-0.47869500000000004,0.20809999999999998,-4.9674
human_lncrna_fused_30411,human_lncrna_fused_30411,ENSG00000287391,NO,,,,KP4,-0.361155,-0.854495,-0.481633,-0.9836849999999999,-1.9626,-0.52083
human_lncrna_fused_31014,human_lncrna_fused_31014,ENSG00000259376,NO,,,,MIAPACA2,0.1559393,-0.54724,0.1709665,-0.44592,-0.467375,-1.7967
human_lncrna_fused_31081,human_lncrna_fused_31081,HSALNG0108691,NO,,,,LN18,-1.6232000000000002,-0.7810649999999999,-0.254874,0.1704015,-0.488795,-0.09246999999999997
human_lncrna_fused_31188,human_lncrna_fused_31188,lnc-UBE2I-3,NO,,,,NCIH460,-0.16984500000000002,-0.10513,-0.003862500000000005,-1.4199,-0.04826199999999999,-0.727965
human_lncrna_fused_31235,human_lncrna_fused_31235,ENSG00000261663,NO,,,,MIAPACA2,-0.403515,-0.023495000000000016,-0.14126350000000001,0.16432,-0.455405,-1.5340500000000001
human_lncrna_fused_31995,human_lncrna_fused_31995,ENSG00000261723,NO,,,,Core essential,-3.8726700000000003,-3.7518700000000003,-1.463731,-4.0127295,-2.22555,-2.109265
human_lncrna_fused_33350,human_lncrna_fused_33350,LncCDH5-3;ENSG00000260364,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8834634/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8834634/,NCIH460,0.27806400000000003,-0.5391564999999999,0.047369999999999995,-4.6131,0.186455,0.080265
human_lncrna_fused_33351,human_lncrna_fused_33350,ADAPT53;LncCDH5-3;ENSG00000260364,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8834634/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8834634/,NCIH460,0.27806400000000003,-0.5391564999999999,0.047369999999999995,-4.6131,0.186455,0.080265
human_lncrna_fused_34115,human_lncrna_fused_34115,FENDRR,YES,https://pubmed.ncbi.nlm.nih.gov/33761608/;https://pubmed.ncbi.nlm.nih.gov/35579154/;https://pubmed.ncbi.nlm.nih.gov/34414867/,NO,,LN18,-3.1418,-0.19923549999999998,0.21513500000000002,-0.11618,0.3421265,0.26435
human_lncrna_fused_34116,human_lncrna_fused_34115,FENDRR,YES,https://pubmed.ncbi.nlm.nih.gov/33761608/;https://pubmed.ncbi.nlm.nih.gov/35579154/;https://pubmed.ncbi.nlm.nih.gov/34414867/,NO,,LN18,-3.1418,-0.19923549999999998,0.21513500000000002,-0.11618,0.3421265,0.26435
human_lncrna_fused_34236,human_lncrna_fused_34236, HSALNG0113502,NO,,,,A549,-0.52282,-0.467965,-1.016135,-0.12164149999999999,-0.8224,-0.88126
human_lncrna_fused_34330,human_lncrna_fused_34330,lnc-DEF8-2,NO,,,,LN18,-2.2366,-0.7762,0.25563,0.09183000000000002,-0.7871199999999999,-0.487215
human_lncrna_fused_35063,human_lncrna_fused_35063,SNHG29,YES,https://cancerci.biomedcentral.com/articles/10.1186/s12935-019-1057-x;https://www.cell.com/molecular-therapy-family/molecular-therapy/fulltext/S1525-0016(21)00264-1,YES,https://cancerci.biomedcentral.com/articles/10.1186/s12935-019-1057-x,Core essential,-7.78115,-1.833475,-2.1086,-5.59155,-3.23825,-2.78355
human_lncrna_fused_35577,human_lncrna_fused_35577, lnc-ATAD5-9;SUZ12P1,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5312399/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5312399/,Core essential,-4.5003,-1.8578999999999999,-1.9488150000000002,-1.439735,-2.4577,-1.0248249999999999
human_lncrna_fused_35582,human_lncrna_fused_35577,SUZ12P1,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5312399/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5312399/,Core essential,-4.5003,-1.8578999999999999,-1.9488150000000002,-1.439735,-2.4577,-1.0248249999999999
human_lncrna_fused_35998,human_lncrna_fused_35998,HSALNG0116362,NO,,,,A549,0.060459,0.13371,-1.9548,-0.111095,-0.0664545,-0.22117040000000002
human_lncrna_fused_36031,human_lncrna_fused_36031,ENSG00000264488,NO,,,,NCIH460,0.19132499999999997,0.14900000000000002,-0.43757324999999997,-3.33505,-0.35607500000000003,-0.29887545
human_lncrna_fused_36353,human_lncrna_fused_36353, ENSG00000262879,NO,,,,Common essential,-1.158495,-0.7425,-1.1431499999999999,-0.13702050000000002,-1.72915,-0.772775
human_lncrna_fused_36399,human_lncrna_fused_36399,SP2-AS1,NO,,,,LN229,0.05328000000000001,-1.54995,0.040429999999999994,-0.8195600000000001,-0.28342999999999996,0.20883000000000002
human_lncrna_fused_37340,human_lncrna_fused_37340,LINC00511,YES,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7376647/#:~:text=LINC00511%20is%20an%20oncogene%20which,22%2C%2024%E2%80%9328%5D.",YES,https://pubmed.ncbi.nlm.nih.gov/35399076/;https://pubmed.ncbi.nlm.nih.gov/34427967/;https://pubmed.ncbi.nlm.nih.gov/34224294/;https://jeccr.biomedcentral.com/articles/10.1186/s13046-018-0945-;https://www.dovepress.com/lncrna-linc00511-acts-as-an-oncogene-in-colorectal-cancer-via-sponging-peer-reviewed-fulltext-article-OTT6;https://www.nature.com/articles/s41420-021-00790-9;https://onlinelibrary.wiley.com/doi/full/10.1111/jcmm.16656;https://tlcr.amegroups.com/article/view/41971/html,LN229,0.150809,-4.788600000000001,-0.366205,0.4542985,0.178475,-0.13959
human_lncrna_fused_37349,human_lncrna_fused_37340,LINC00511,YES,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7376647/#:~:text=LINC00511%20is%20an%20oncogene%20which,22%2C%2024%E2%80%9328%5D.",YES,https://pubmed.ncbi.nlm.nih.gov/35399076/;https://pubmed.ncbi.nlm.nih.gov/34427967/;https://pubmed.ncbi.nlm.nih.gov/34224294/;https://jeccr.biomedcentral.com/articles/10.1186/s13046-018-0945-;https://www.dovepress.com/lncrna-linc00511-acts-as-an-oncogene-in-colorectal-cancer-via-sponging-peer-reviewed-fulltext-article-OTT6;https://www.nature.com/articles/s41420-021-00790-9;https://onlinelibrary.wiley.com/doi/full/10.1111/jcmm.16656;https://tlcr.amegroups.com/article/view/41971/html,LN229,0.150809,-4.788600000000001,-0.366205,0.4542985,0.178475,-0.13959
human_lncrna_fused_37509,human_lncrna_fused_37509,RNF157-AS1,YES,https://pubmed.ncbi.nlm.nih.gov/27941916/;https://pubmed.ncbi.nlm.nih.gov/34224310/;https://pubmed.ncbi.nlm.nih.gov/35642209/,NO,,LN229,0.30635,-1.6914,-0.19417800000000002,0.321785,0.12734,-0.34584000000000004
human_lncrna_fused_37523,human_lncrna_fused_37523,SNHG16,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6942535/;https://www.sciencedirect.com/science/article/abs/pii/S000989811932193X,YES,https://pubmed.ncbi.nlm.nih.gov/29234154/;https://pubmed.ncbi.nlm.nih.gov/27396952/;https://pubmed.ncbi.nlm.nih.gov/29845747/;https://pubmed.ncbi.nlm.nih.gov/30981105/;https://pubmed.ncbi.nlm.nih.gov/30909141/;https://pubmed.ncbi.nlm.nih.gov/31483572/,Core essential,-6.61015,-7.6361,-3.66725,-5.5199,-4.37815,-6.6302
human_lncrna_fused_37524,human_lncrna_fused_37523,SNHG16,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6942535/;https://www.sciencedirect.com/science/article/abs/pii/S000989811932193X,YES,https://pubmed.ncbi.nlm.nih.gov/29234154/;https://pubmed.ncbi.nlm.nih.gov/27396952/;https://pubmed.ncbi.nlm.nih.gov/29845747/;https://pubmed.ncbi.nlm.nih.gov/30981105/;https://pubmed.ncbi.nlm.nih.gov/30909141/;https://pubmed.ncbi.nlm.nih.gov/31483572/,Core essential,-6.61015,-7.6361,-3.66725,-5.5199,-4.37815,-6.6302
human_lncrna_fused_37793,human_lncrna_fused_37793,BAIAP2-DT,YES,https://pubmed.ncbi.nlm.nih.gov/29525275/;https://pubmed.ncbi.nlm.nih.gov/27285756/;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109328/,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8487846/;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5173145/,MIAPACA2,-0.46431500000000003,-0.31628999999999996,-0.07907,0.29097,0.150735,-0.80126
human_lncrna_fused_37800,human_lncrna_fused_37800,HSALNG0119239,NO,,,,MIAPACA2,0.154532,0.021304999999999963,-0.16897,0.23285499999999998,-0.1282185,-1.2137
human_lncrna_fused_38122,human_lncrna_fused_38122,DLGAP1-AS1,YES,https://www.hindawi.com/journals/cmmm/2022/5038124/,YES,https://www.nature.com/articles/s41419-019-2188-7;https://www.cell.com/molecular-therapy-family/oncolytics/fulltext/S2372-7705(21)00003-6;https://www.sciencedirect.com/science/article/pii/S1807593221000028;https://pubmed.ncbi.nlm.nih.gov/34037089/;https://pubmed.ncbi.nlm.nih.gov/33901010/,KP4,-0.48982549999999997,-0.509825,-0.550995,-0.26959,-1.8493499999999998,-0.38029999999999997
human_lncrna_fused_39328,human_lncrna_fused_39328,HSALNG0121294,NO,,,,Common essential,-0.6708514999999999,-0.703035,-1.1532499999999999,0.012828000000000003,-0.292035,-1.1661534
human_lncrna_fused_3954,human_lncrna_fused_3954,lnc-GSTM5-1,NO,,,,LN229,-0.056694999999999995,-1.7615,-0.335575,0.3855265,-0.555255,0.171205
human_lncrna_fused_3998,human_lncrna_fused_3998,Lnc-RBM15-3;LAMTOR5-AS1; SLC16A4-AS1,YES,,YES,"https://pubmed.ncbi.nlm.nih.gov/34588094/#:~:text=Long%20noncoding%20RNA%20LAMTOR5%20antisense,cancer%20(NSCLC)%20remain%20unclear;https://pubmed.ncbi.nlm.nih.gov/34588094/#:~:text=Long%20noncoding%20RNA%20LAMTOR5%20antisense,cancer%20(NSCLC)%20remain%20unclear.",Common essential,-2.084,-0.572195,0.09081,0.6072649999999999,-0.187195,-1.17415
human_lncrna_fused_40117,human_lncrna_fused_40117,LINC02582,YES,https://pubmed.ncbi.nlm.nih.gov/31601781/,NO,,NCIH460,-0.27549,-0.664,-0.3467,-1.79105,-0.09538,-0.08269500000000002
human_lncrna_fused_40367,human_lncrna_fused_40367,ENSG00000264334,NO,,,,LN18,-3.0865,0.2317525,0.11307,0.029899999999999996,-0.08755500000000001,0.083035
human_lncrna_fused_40463,human_lncrna_fused_40463,ENSG00000267287,NO,,,,NCIH460,-0.054485000000000006,-0.30628500000000003,0.35299,-1.0358,0.398575,-0.141185
human_lncrna_fused_40676,human_lncrna_fused_40676,lnc-LINGO3-1,NO,,,,Common essential,-0.772695,-1.91435,-0.7624150000000001,-1.1683050000000001,-0.48678,-0.19540499999999994
human_lncrna_fused_41204,human_lncrna_fused_41204,HSALNG0124248,NO,,,,LN18,-1.0586,-0.7438199999999999,-0.93675,-0.3285895,0.31423999999999996,-0.51681
human_lncrna_fused_42254,human_lncrna_fused_42254,Lnc-SIPA1L3-5,NO,,,,Common essential,-0.5906035000000001,-0.5157700000000001,-1.20243,-1.400755,-0.173485,-1.0087350000000002
human_lncrna_fused_42280,human_lncrna_fused_42280,ENSG00000287271,NO,,,,LN18,-0.76018,0.47868,0.1225075,0.6503749999999999,0.4085045,0.076045
human_lncrna_fused_42547,human_lncrna_fused_42547,ENSG00000288773,NO,,,,NCIH460,0.007355,0.40125,-0.159202,-1.296335,0.38939999999999997,-0.27175000000000005
human_lncrna_fused_42683,human_lncrna_fused_42683,HSALNG0126770,NO,,,,MIAPACA2,0.09600185,0.0556115,0.1882095,-0.44417,-0.47495600000000004,-1.2728000000000002
human_lncrna_fused_42810,human_lncrna_fused_42810,PTOV1-AS2,NO,,,,Common essential,-1.2917,-0.4204,-0.74388,-2.0979,-1.10277,-0.38792499999999996
human_lncrna_fused_42930,human_lncrna_fused_42930,ZNF649-AS1,YES,https://pubmed.ncbi.nlm.nih.gov/32735773/,NO,,LN18,-2.04025,-0.776635,-0.26829,-0.163035,-0.285527,-0.186493
human_lncrna_fused_43215,human_lncrna_fused_43215,ENSG00000268205,NO,,,,LN18,-2.6862,-0.247657,-0.5742700000000001,0.30706,-0.68866,-0.492915
human_lncrna_fused_44835,human_lncrna_fused_44835,PRKD3-DT,NO,,,,LN18,-1.2782,0.4493495,0.11729499999999998,0.188015,-0.20185,0.15770949999999997
human_lncrna_fused_45607,human_lncrna_fused_45607,Lnc-C2orf74-1,NO,,,,Common essential,-1.1502,-1.30805,-0.46786,-0.26979,-2.05855,0.14414499999999997
human_lncrna_fused_46544,human_lncrna_fused_46544,CYTOR,YES,https://pubmed.ncbi.nlm.nih.gov/34478013/,YES,https://pubmed.ncbi.nlm.nih.gov/30487160/;https://www.sciencedirect.com/science/article/abs/pii/S0041008X22002125?via%3Dihub;https://pubmed.ncbi.nlm.nih.gov/35563834/;https://pubmed.ncbi.nlm.nih.gov/35081873/;https://pubmed.ncbi.nlm.nih.gov/33653250/;https://pubmed.ncbi.nlm.nih.gov/34039336/;https://pubmed.ncbi.nlm.nih.gov/32732173/;https://pubmed.ncbi.nlm.nih.gov/34110382/,Common essential,-2.54775,-2.6451000000000002,-0.444735,-0.730845,-0.931225,-1.337445
human_lncrna_fused_46545,human_lncrna_fused_46544,CYTOR,YES,https://pubmed.ncbi.nlm.nih.gov/34478013/,YES,https://pubmed.ncbi.nlm.nih.gov/30487160/;https://www.sciencedirect.com/science/article/abs/pii/S0041008X22002125?via%3Dihub;https://pubmed.ncbi.nlm.nih.gov/35563834/;https://pubmed.ncbi.nlm.nih.gov/35081873/;https://pubmed.ncbi.nlm.nih.gov/33653250/;https://pubmed.ncbi.nlm.nih.gov/34039336/;https://pubmed.ncbi.nlm.nih.gov/32732173/;https://pubmed.ncbi.nlm.nih.gov/34110382/,Common essential,-2.54775,-2.6451000000000002,-0.444735,-0.730845,-0.931225,-1.337445
human_lncrna_fused_46547,human_lncrna_fused_46544,CYTOR,YES,https://pubmed.ncbi.nlm.nih.gov/34478013/,YES,https://pubmed.ncbi.nlm.nih.gov/30487160/;https://www.sciencedirect.com/science/article/abs/pii/S0041008X22002125?via%3Dihub;https://pubmed.ncbi.nlm.nih.gov/35563834/;https://pubmed.ncbi.nlm.nih.gov/35081873/;https://pubmed.ncbi.nlm.nih.gov/33653250/;https://pubmed.ncbi.nlm.nih.gov/34039336/;https://pubmed.ncbi.nlm.nih.gov/32732173/;https://pubmed.ncbi.nlm.nih.gov/34110382/,Common essential,-2.54775,-2.6451000000000002,-0.444735,-0.730845,-0.931225,-1.337445
human_lncrna_fused_47428,human_lncrna_fused_47428,LINC01106,YES,,YES,https://pubmed.ncbi.nlm.nih.gov/32990221/;https://pubmed.ncbi.nlm.nih.gov/34550549/,KP4,-0.206,0.017979999999999996,-0.47504500000000005,-0.050269999999999995,-1.9723000000000002,-0.149505
human_lncrna_fused_47473,human_lncrna_fused_47473,MIR4435-2HG,YES,https://pubmed.ncbi.nlm.nih.gov/35784328/,YES,https://pubmed.ncbi.nlm.nih.gov/34859256/;https://pubmed.ncbi.nlm.nih.gov/34714963/;https://pubmed.ncbi.nlm.nih.gov/33846784/;https://pubmed.ncbi.nlm.nih.gov/33846802/;https://pubmed.ncbi.nlm.nih.gov/34859256/;https://pubmed.ncbi.nlm.nih.gov/32538823/,Common essential,-2.1614,-4.3816999999999995,-0.37807499999999994,0.201606,-0.8341700000000001,-1.2183449999999998
human_lncrna_fused_47495,human_lncrna_fused_47495,HSALNG0017920,NO,,,,KP4,0.038844,0.36499500000000007,-0.213771,0.258949,-1.0021550000000001,-0.0223535
human_lncrna_fused_47637,human_lncrna_fused_47637,ENSG00000286513,NO,,,,NCIH460,0.2272,-0.47960499999999995,-0.945775,-1.2584499999999998,-0.32294249999999997,-0.7436050000000001
human_lncrna_fused_47729,human_lncrna_fused_47729,THORLNC,YES,https://pubmed.ncbi.nlm.nih.gov/29245011/;https://pubmed.ncbi.nlm.nih.gov/30984551/;https://pubmed.ncbi.nlm.nih.gov/30227327/,YES,https://pubmed.ncbi.nlm.nih.gov/30098425/;https://pubmed.ncbi.nlm.nih.gov/29959065/;https://pubmed.ncbi.nlm.nih.gov/29752937/;https://pubmed.ncbi.nlm.nih.gov/29626476/;https://pubmed.ncbi.nlm.nih.gov/32665537/;https://pubmed.ncbi.nlm.nih.gov/31220513/;https://pubmed.ncbi.nlm.nih.gov/30119193/;https://pubmed.ncbi.nlm.nih.gov/31727877/,MIAPACA2,-0.45453,0.003479999999999997,-0.19556,-0.35636,0.147179,-1.2219
