Functionality	H3F3A	H3K20me1	H3K23ac	H3K27ac	H3K36me3	H3K4me1	H3K4me3	H3K79me1	 H3K79me2	H3K9ac	H3K9me3	H4K4me2
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	62.2301	0	73.2159	0	0	0	0	0	3.23472
Yes	0	18.959	0	682.182	1149.57	24.9894	0	7.70681	13.8531	0	0	0
No	0	0	0	0	0	0	0	0	3.67172	0	0	36.0225
No	0	0	0	0	0	0	0	0	3.67172	0	0	36.0225
Yes	0	0	0	201.184	107.583	119.512	1866.51	0	0	7.46363	34.6518	75.5943
Yes	0	0	0	201.184	107.583	119.512	1866.51	0	0	7.46363	34.6518	75.5943
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	6.67678	0	7.99832	1.75524	0	8.72722	0	4.52	0	0	0
No	0	6.67678	0	7.99832	1.75524	0	8.72722	0	4.52	0	0	0
No	0	0	0	110.335	15.6292	124.599	31.5354	0	0	0	0	0
No	0	0	0	110.335	15.6292	124.599	31.5354	0	0	0	0	0
No	0	0	0	110.335	15.6292	124.599	31.5354	0	0	0	0	0
No	0	0	0	9.14785	0	0	0	0	0	0	0	0
No	0	0	0	9.14785	0	0	0	0	0	0	0	0
No	0	0	0	9.14785	0	0	0	0	0	0	0	0
No	0	0	0	3.88828	0	0.199843	0	0	0	0	0	0
No	279.808	1808.43	4.27589	20274.5	18665.5	8070.1	46384.5	36.3056	569.886	1536.55	0	2016.07
No	279.808	1808.43	4.27589	20274.5	18665.5	8070.1	46384.5	36.3056	569.886	1536.55	0	2016.07
No	279.808	1808.43	4.27589	20274.5	18665.5	8070.1	46384.5	36.3056	569.886	1536.55	0	2016.07
Yes	256.515	1903.86	0	24304.8	18654.5	9010.67	69454.6	27.4936	1417.59	4873.19	0	2581.94
Yes	256.515	1903.86	0	24304.8	18654.5	9010.67	69454.6	27.4936	1417.59	4873.19	0	2581.94
Yes	256.515	1903.86	0	24304.8	18654.5	9010.67	69454.6	27.4936	1417.59	4873.19	0	2581.94
Yes	259.233	1957.82	20.9519	31310.1	19832.2	10833.5	113887	27.4936	1890.17	7301.25	0	3927.19
Yes	259.233	1957.82	20.9519	31310.1	19832.2	10833.5	113887	27.4936	1890.17	7301.25	0	3927.19
Yes	259.233	1957.82	20.9519	31310.1	19832.2	10833.5	113887	27.4936	1890.17	7301.25	0	3927.19
Yes	79.285	640.899	6.98396	11178.9	6400.65	3232.65	42886.7	5.84238	647.768	2656.62	0	1346.27
No	28.7609	0	0	3769.49	672.314	480.101	8002.41	0	0	24.9843	0	297.832
Yes	1.98888	0.796093	0	10539.4	1277.73	1336.45	37283.2	0	0	769.459	214.972	1044.01
No	6.71905	0	4.68415	2065.67	0	1299.43	129.364	0	0	76.9895	0	174.234
No	0	0	0	0	0	0	0	0	0	0	25.9645	0
No	0	0	0	0	0	0	0	0	0	0	25.9645	0
No	0	0	0	0	0	0	0	0	0	0	25.9645	0
No	4.7922	0	0	60.7609	3.5803	0	10.8433	0	9.19938	4.57224	0	28.5765
No	0	0	0	0	0	0	0	0	0	0	81.5047	0
No	0	0	0	0	0	0	0	0	0	0	81.5047	0
No	0	0	0	0	0	0	0	0	0	0	81.5047	0
No	0	0	0	0	0	0	0	0	0	0	112.801	0
No	0	0	0	0	0	0	0	0	0	0	112.801	0
No	0	0	0	0	0	0	0	0	0	0	112.801	0
No	0	0	0	4.66763	69.4398	0	3.43223	0	0	0	371.527	0
No	73.8119	5.90028	0	47628.5	524.108	8149.28	13358.6	0	10.147	3706.5	0	2346.1
No	73.8119	5.90028	0	47628.5	524.108	8149.28	13358.6	0	10.147	3706.5	0	2346.1
Yes	31.9812	0	0	46207.5	2210.84	7223.26	16607.2	0	0	2941.3	290.878	2453.3
Yes	31.9812	0	0	46207.5	2210.84	7223.26	16607.2	0	0	2941.3	290.878	2453.3
No	13.5403	0	0	10310	315.536	2492.27	2323.64	0	0	91.8069	0	1098.16
No	13.5403	0	0	10310	315.536	2492.27	2323.64	0	0	91.8069	0	1098.16
No	8.42346	0	0	2288.62	65.9328	297.926	413.351	0	0	0	4.40261	31.6513
No	0	0	0	286.164	0	0	0	0	5.51368	0	0	0
No	0	0	0	286.164	0	0	0	0	5.51368	0	0	0
No	58.3567	4.02457	3.84199	8544.8	9.09445	1268.15	8742.6	0	0	1475.32	0	1269.71
Yes	35.0791	14.2219	0	8526.38	0.564255	861.099	8742.61	0	0	1196.46	0	1120.48
No	51.2198	0	4.79867	7699.04	8.36814	1702.49	7783.87	5.05972	0	845.115	1.97574	1271.83
No	0	0	0	7.67117	0	0	0	0	4.82639	0	0	14.5279
No	0	0	0	0	5.38984	5.27098	0	0	0	0	87.0736	0
No	0	0	0	0	5.38984	5.27098	0	0	0	0	87.0736	0
No	0	0	0	0	4.09358	0	0	0	0	0	44.0881	0
Yes	0	0	0	88.3695	0	21.6258	0	2.90886	50.9052	3.36732	0	3.07948
No	0	0	0	0	0	0	0	0	0	0	198.776	0
No	0	0	0	12.805	0	2.29203	0	0	0	0	9.88552	0
No	126.202	884.518	0	4918.79	8834.18	670.847	5657.72	14.7204	130.459	160.145	182.506	252.683
No	126.202	884.518	0	4918.79	8834.18	670.847	5657.72	14.7204	130.459	160.145	182.506	252.683
Yes	140.996	1048.16	7.89872	10175.5	9293.88	4206.66	33960.3	31.9705	1228.23	3681.81	172.155	2622.42
Yes	140.996	1048.16	7.89872	10175.5	9293.88	4206.66	33960.3	31.9705	1228.23	3681.81	172.155	2622.42
No	11.8963	0	0	50.7285	0	15.1777	4.48982	0	0	0	18.8516	15.6117
No	11.8963	0	0	50.7285	0	15.1777	4.48982	0	0	0	18.8516	15.6117
No	0	0	0	0	0	2.06512	0	0	0	0	7.35106	0
No	0	0	0	618.643	0	465.95	0	0	0	0	12.3828	0
No	0	0	0	618.643	0	465.95	0	0	0	0	12.3828	0
No	0	0	0	618.643	0	465.95	0	0	0	0	12.3828	0
No	0	0	0	722.829	18.7104	589.675	12.6101	0	0	0	47.5599	82.6749
No	0	0	0	722.829	18.7104	589.675	12.6101	0	0	0	47.5599	82.6749
No	0	0	0	722.829	18.7104	589.675	12.6101	0	0	0	47.5599	82.6749
No	0	0	0	174.177	0	86.6688	0	0	0	0	6.20873	10.8622
Yes	9.06154	447.185	2.21084	16971.5	2518.65	2618.96	42989.7	2.57723	776.303	3655.33	0	1484.43
No	0	0	0	30.2029	6.28646	6.33757	0	0	0	0	66.4873	0
No	0	0	0	30.2029	6.28646	6.33757	0	0	0	0	66.4873	0
No	0	0	0	14.3373	8.6861	47.1223	0	0	0	0	231.066	0
No	0	0	0	14.3373	8.6861	47.1223	0	0	0	0	231.066	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	213.474	0	180.875	730.645	1259.75	4178.77	5.90852	515.979	29.8713	0	408.782
Yes	2.63583	0	0	1109.72	0	653.826	54.1956	0	0	49.7329	14.6652	285.752
Yes	2.63583	0	0	1109.72	0	653.826	54.1956	0	0	49.7329	14.6652	285.752
No	0	0	0	0	36.3154	0	0	0	0	0	1123.34	0
No	0	0	0	0	36.3154	0	0	0	0	0	1123.34	0
No	0	0	0	0	0	1.70206	0	0	0	0	62.8893	0
No	0	0	0	0	0	0	0	0	0	0	6.67022	0
No	0	0	0	71.3964	0	41.6479	0	0	0	0	47.7994	0
No	0	0	0	71.3964	0	41.6479	0	0	0	0	47.7994	0
No	0.482829	0	0	47.7764	0	63.5855	9.03237	0	0	0	7.45959	0
No	0.482829	0	0	47.7764	0	63.5855	9.03237	0	0	0	7.45959	0
No	0.482829	0	0	47.7764	0	63.5855	9.03237	0	0	0	7.45959	0
No	0	0	0	2.90758	0	5.42819	0	0	0	0	18.0163	0
No	0	0	0	0	60.802	0	0	0	0	0	1419.09	0
No	0	0	0	0	60.802	0	0	0	0	0	1419.09	0
No	0	0	0	16.3014	185.538	0	12.9702	0	0	0	1769.4	0
No	0	0	0	16.3014	185.538	0	12.9702	0	0	0	1769.4	0
Yes	0.773065	280.121	0	555.018	3175.11	292.39	26.4293	0	25.4119	54.0854	0	152.122
No	0	0	0	0	60.3225	9.9595	0	0	0	0	1490.17	0
No	0	0	0	0	60.3225	9.9595	0	0	0	0	1490.17	0
No	0	0	0	3.33379	0	6.36996	0	0	0	0	35.2953	0
No	0	0	0	12.4052	0	0	0	0	0	0	0	0
No	0	0	0	12.4052	0	0	0	0	0	0	0	0
No	0	0	0	12.4052	0	0	0	0	0	0	0	0
Yes	0	38.863	0	2132.63	5477.38	496.698	54.6693	10.7381	19.7356	113.516	0	0
Yes	0	38.863	0	2132.63	5477.38	496.698	54.6693	10.7381	19.7356	113.516	0	0
No	0	0	0	0	7.86448	0	0	0	0	0	6.29365	0
Yes	0	0	0	0	12.5892	0	0	0	0	0	29.9331	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	5.53679	0	0	0	0	0	0	18.1975	0
Yes	0	0	0	199.982	38.758	33.8762	15.1575	0	0	0	0	10.0574
Yes	0	0	0	199.982	38.758	33.8762	15.1575	0	0	0	0	10.0574
Yes	0	0	0	243.032	30.2007	255.526	9.27564	0	0	0	5.11145	57.0039
No	0	0	0	400.328	3.30089	301.857	0	0	0	2.18386	11.8573	28.6098
No	0	0	0	188.193	0	88.1971	0	0	0	0	0	0
No	0	0	0	188.193	0	88.1971	0	0	0	0	0	0
No	0	0	0	15252.3	1555.31	346.937	44137	0	18.5964	2852.02	18.9245	816.725
Yes	47.2477	499.639	7.28798	12057.8	2918.25	1902.31	45601.9	4.3859	728.914	3307.59	9.42367	1474.36
Yes	121.162	999.617	0	11043.1	8072.42	5372.18	56917.3	13.7575	1292.34	3717.64	0	2640.86
Yes	121.162	999.617	0	11043.1	8072.42	5372.18	56917.3	13.7575	1292.34	3717.64	0	2640.86
No	114.009	956.436	2.74606	4313.22	8935.12	3157.59	9811.46	27.206	638.17	1465.57	11.3298	1538.44
No	114.009	956.436	2.74606	4313.22	8935.12	3157.59	9811.46	27.206	638.17	1465.57	11.3298	1538.44
No	0	0	0	0	0	4.16643	0	0	2.13675	0	0	7.27961
No	0	8.59942	0	2.26241	0	0	0	0	7.73104	0	2.44067	14.5592
No	0	8.59942	0	2.26241	0	0	0	0	7.73104	0	2.44067	14.5592
No	0	0	0	9.51254	10.697	1.08291	0	0	0	0	5.46391	0
No	0	0	0	2.87827	0	0	0	0	0	0	0	0
No	0	0	0	2.87827	0	0	0	0	0	0	0	0
No	0	3.22868	0	26.3652	7.01039	16.6543	10.6055	0	0	0.330668	0	0
No	4.00519	0	0	1967.17	0	1557.03	12745.9	8.16149	0	993.477	0	1054.39
No	0	0	0	0	0	0	0	0	0	0	7.88554	0
Yes	122.333	669.971	20.4085	27295	8282.22	6555.89	94459.2	25.3063	1222.49	9131.69	18.4708	3396.57
Yes	122.333	669.971	20.4085	27295	8282.22	6555.89	94459.2	25.3063	1222.49	9131.69	18.4708	3396.57
Yes	70.1487	307.624	0	5430.2	4551.15	2074.95	19645	9.82093	496.921	3059.1	0	1384.72
No	0	0	0	0	2.65898	129.115	0	0	0	0	5.11569	91.6956
Yes	0	3.60808	0	27.1838	48.0748	258.088	14.9947	0	0	6.72314	21.5349	122.538
No	0	0	0	71.747	0	209.677	0	0	0	3.09707	0	162.618
No	0	0	0	0	0	0	0	0	0	0	2.38326	0
Yes	0	94.3361	0	2778.38	7121.22	790.313	44.4164	0	0	14.4482	0	0
Yes	0	94.3361	0	2778.38	7121.22	790.313	44.4164	0	0	14.4482	0	0
Yes	0	94.3361	0	2778.38	7121.22	790.313	44.4164	0	0	14.4482	0	0
Yes	0	94.3361	0	2778.38	7121.22	790.313	44.4164	0	0	14.4482	0	0
No	0	0	0	99.9525	0	117.479	2.8051	0	0	0	17.3629	0
No	4.27805	15.8724	5.78758	556.205	6.79881	1346.69	1032.34	0	0	607.771	11.9242	269.299
Yes	0	0	0	458.687	0	21.0463	233.914	0	0	439.801	0	248.014
No	2.66187	1.57174	1.13587	356.417	15.7501	904.493	355.543	5.97647	58.5936	359.755	18.5376	272.284
No	3.20823	4.69607	0	94.7485	162.971	0	0	0	0	0	0	0
Yes	6.12216	14.9254	0	43.7669	519.057	32.3292	1054.52	0	46.1801	0	3.46096	40.9784
No	0	0	5.24303	274.654	3.60125	1165.2	142.207	2.83214	0	100.206	0	256.964
No	3.75823	2.46914	0	88.0657	7.65122	135.345	16.2281	0	0	1.89021	0	9.01834
No	0	0	0	138.359	0	193.15	14.4188	0	0	7.49028	4.96656	41.3996
No	0	0	0	2.29275	0	0	0	0	0	0	17.2987	0
No	0	0	0	3.70799	3.11491	6.41532	0	0	0	0	34.0965	0
No	0	0	0	206.275	1.05989	130.934	0.174145	0	0	0	8.97965	0
No	0	0	0	0	0	0	0	0	0	0	2.45184	0
No	0	0	0	17.6469	0	32.1354	0	0	0	0	26.8704	3.26847
Yes	6.32847	0	0	122.558	70.2045	151.749	3.29301	0	0	3.02715	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	24.9196	0	0	982.462	0	1038.18	11.9818	0	0	12.554	10.5299	159.401
No	24.9196	0	0	982.462	0	1038.18	11.9818	0	0	12.554	10.5299	159.401
No	24.9196	0	0	982.462	0	1038.18	11.9818	0	0	12.554	10.5299	159.401
No	22.9	7.76583	0	1026.01	324.553	531.595	11.1684	0	0	0	60.9083	21.8248
No	22.9	7.76583	0	1026.01	324.553	531.595	11.1684	0	0	0	60.9083	21.8248
No	22.9	7.76583	0	1026.01	324.553	531.595	11.1684	0	0	0	60.9083	21.8248
No	0	0	0	19.6815	0	481.934	3250.52	0	0	65.9188	41.7312	409.734
No	0	0	0	19.6815	0	481.934	3250.52	0	0	65.9188	41.7312	409.734
No	0	0	0	19.6815	0	481.934	3250.52	0	0	65.9188	41.7312	409.734
Yes	1.511	0	0	5280.13	890.948	2730.05	22076.7	0	0	852.627	19.382	1911.76
Yes	1.511	0	0	5280.13	890.948	2730.05	22076.7	0	0	852.627	19.382	1911.76
Yes	1.511	0	0	5280.13	890.948	2730.05	22076.7	0	0	852.627	19.382	1911.76
No	28.8313	0	13.3537	1959.59	0	749.8	185.77	0	0	279.202	0	442.746
No	28.8313	0	13.3537	1959.59	0	749.8	185.77	0	0	279.202	0	442.746
No	28.8313	0	13.3537	1959.59	0	749.8	185.77	0	0	279.202	0	442.746
No	0	0	0	383.53	0	383.192	4.00728	0	0	0	4.1599	23.5424
No	0	0	0	383.53	0	383.192	4.00728	0	0	0	4.1599	23.5424
No	0	0	0	383.53	0	383.192	4.00728	0	0	0	4.1599	23.5424
No	0	0	0	7.8937	9.78123	0	0	0	0	0	86.9087	0
No	0	7.76822	2.71273	1256.37	7.83562	2080.16	33.8162	0	0	81.8696	1.86481	392.436
No	0	0	0	516.047	0	552.876	15.838	0	0	0.862993	0	61.4177
No	0	0	0	8.96518	0.277666	3.55097	0	0	0	0	4.49876	0
Yes	53.8218	701.74	7.23059	3474.51	4360.89	4051.53	29854.6	33.5307	598.964	2109.54	5.10014	1636.33
Yes	46.0961	709.925	4.6378	7129.06	4261	4696.22	40590.5	18.0449	619.181	2491.92	3.61613	1691.63
No	0	2.24717	0	16.6809	0	32.3788	0	0	0	7.6678	0	2.41452
No	0	0	0	13.8601	0	3.41701	6.83865	0	0	0	0	0
Yes	31.3228	641.446	0	34558.2	5334.04	851.046	109729	0	2011.03	10001.4	133.299	3043.25
Yes	31.3228	641.446	0	34558.2	5334.04	851.046	109729	0	2011.03	10001.4	133.299	3043.25
Yes	31.3228	641.446	0	34558.2	5334.04	851.046	109729	0	2011.03	10001.4	133.299	3043.25
No	0	0	0	0	0	0	0	0	0	0	153.784	0
No	0	0	0	0	0	0	0	0	0	0	153.784	0
No	0	0	0	0	0	0	0	0	0	0	153.784	0
No	0	0	3.72793	31.4327	0	0	0	0	0	0	57.9569	0
No	0	0	3.72793	31.4327	0	0	0	0	0	0	57.9569	0
No	0	0	0	3.15659	0	0.675094	0	0	0	0	1.38456	0
No	0	0	0	311.281	15.9001	140.184	15.6649	0	0	0	284.496	1.80603
No	0	0	0	331.097	8.30354	85.9459	69.609	0	0	0	3.12703	12.2485
No	0	0	0	2747.52	5.97799	3405.67	215.666	0	0	57.6072	0	561.983
No	0	0	0	2747.52	5.97799	3405.67	215.666	0	0	57.6072	0	561.983
No	0	0	0	11.4492	96.5505	4.70164	0.891445	0	0	0	973.007	0
No	0	0	0	7196.45	11.385	4166.89	1786.48	0	0	151.934	5.40669	349.686
No	12.0617	115.517	0	447.613	177.375	1241.68	40.4376	8.67715	351.273	12.1466	0	1.65515
Yes	29.199	272.017	0	364.991	3754.03	343.284	14.5732	6.0066	92.1754	3.16257	0	0
No	0	0	0	41.0132	1.23705	721.101	10.56	0	2.77844	0	4.19941	5.91992
Yes	20.1573	0	0	31028.8	2486.76	1015.11	40891.5	0	0	4550.92	570.524	1358.34
No	0	0	0	4.37111	9.57199	0	0	0	4.5766	0	0	0
No	0	0	0	185.752	0	558.962	0	0	0	6.69258	51.651	288.609
No	0	0	0	185.752	0	558.962	0	0	0	6.69258	51.651	288.609
No	0	0	0	10.0908	0	0	0	0	0	0	174.015	0
No	0	0	0	10.0908	0	0	0	0	0	0	174.015	0
No	0	0	0	10.0908	0	0	0	0	0	0	174.015	0
No	0	0	0	0	0	0	0	0	0	0	36.4582	0
No	0	0	0	61.0648	33.1002	161.867	12.5177	0	0	0	417.204	46.4198
No	0	0	0	61.0648	33.1002	161.867	12.5177	0	0	0	417.204	46.4198
No	5.94627	0	0	97.4926	0	109.13	4.20338	0	0	11.824	5.99296	0
No	0	0	0	270.458	14.1765	9.25004	2.60062	0	0	0	0	0
Yes	0	0	0	1227.96	269.416	199.718	1311.57	0	0	116.916	4.60432	94.4733
Yes	6.56796	0	0	2880.01	1175.72	1884.36	11203.6	0	0	79.5123	194.93	618.262
Yes	6.56796	0	0	2880.01	1175.72	1884.36	11203.6	0	0	79.5123	194.93	618.262
No	0	0	0	0	0	0	0	0	0	0	198.029	0
No	0	0	0	0	0	0	0	0	0	0	198.029	0
No	0	0	0	0.591842	0	23.6319	0	0	0	0	4.93943	3.20971
No	0	0	0	2.196	0	0	0	0	0	0	0	0
Yes	0	0	0	49.0643	0	39.5399	4.49318	0	0	0	9.09865	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	20.4883	0	19.833	762.384	536.884	1485.33	111.247	67.579	133.653	0	0	308.303
No	20.4883	0	19.833	762.384	536.884	1485.33	111.247	67.579	133.653	0	0	308.303
No	20.4883	0	19.833	762.384	536.884	1485.33	111.247	67.579	133.653	0	0	308.303
No	20.4883	0	19.833	762.384	536.884	1485.33	111.247	67.579	133.653	0	0	308.303
Yes	0	0	0	27.6207	217.39	0	0	0	0	0	300.373	0
Yes	0	0	0	27.6207	217.39	0	0	0	0	0	300.373	0
Yes	0	0	0	27.6207	217.39	0	0	0	0	0	300.373	0
Yes	0	0	0	27.6207	217.39	0	0	0	0	0	300.373	0
No	6.46071	0	3.46754	257.335	388.275	290.411	20.6504	2.7015	7.03738	3.31288	43.6467	15.4291
No	0	0	0	9.11319	11.5369	0	11.4883	0	0	0	186.767	0
No	24.9413	0	0	2259.28	457.879	983.167	17657	0	0	401.953	13.0097	998.33
Yes	4.75756	0	0.567505	5735.07	675.195	462.436	26738.2	0	0	808.464	94.9211	507.676
No	23.45	0	0	3164.71	391.323	1148.48	12372.2	0	0	241.817	22.6426	637.374
No	0	0	0	0	0	0	0	0	0	0	0	0
No	5.69311	0	0	239.558	0	199.59	42.702	0	0	52.7508	0	57.5767
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	5.98159	32.0619	0	0	0	0	0	246.914	0
No	0	0	0	5.98159	32.0619	0	0	0	0	0	246.914	0
No	0	0	0	0	26.5881	0	6.16558	0	0	0	147.903	0
No	0	0	0	13.4008	0	456.233	1715.9	0	0	63.6933	731.764	246.205
No	0	0	0	13.4008	0	456.233	1715.9	0	0	63.6933	731.764	246.205
No	0	0	0	13.4008	0	456.233	1715.9	0	0	63.6933	731.764	246.205
No	0	0	0	13.4008	0	456.233	1715.9	0	0	63.6933	731.764	246.205
No	4.42944	0	0	66.1424	2.29984	189.516	74.123	0	0	12.2974	54.2567	81.7167
No	0	0	0	101.976	0	11.1726	5.70712	0	0	0.273051	53.4937	10.5167
Yes	3.44483	0	0	912.568	18.0988	325.762	1215.05	2.07672	0	200.723	191.373	198.471
No	2.92953	0	0	46.0578	0.899791	16.7662	25.695	0	0	12.4135	91.1835	0
No	0	0	0	0	0	0	0	0	0	0	14.3357	0
No	0	0	0	0	0	0	0	0	0	0	14.3357	0
No	0	0	0	24.0709	0.852183	22.2241	47.3622	0	0	0	72.0423	67.9834
No	0	0	0	17.9292	0	5.14426	15.6213	0	0	0	25.5733	0
No	0	0	0	17.9292	0	5.14426	15.6213	0	0	0	25.5733	0
Yes	0	0	0	689.618	153.106	208.817	4936.03	0	0	255.781	304.964	187.661
Yes	0	0	0	689.618	153.106	208.817	4936.03	0	0	255.781	304.964	187.661
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	12.8532	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	2.31486	0	0	0	0	2.50421
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0.0779457	0
No	0	0	0	0	0	0	0	0	0	0	0.0779457	0
No	2.61279	0	0	124	0	39.7212	0	0	0	0	0	14.9186
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	44.9562	0	20.7188	0	0	0	0	18.0939	0
No	0	0	0	44.9562	0	20.7188	0	0	0	0	18.0939	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	47.1374	0	0	0	0	0	246.257	0
No	0	0	0	0	47.1374	0	0	0	0	0	246.257	0
No	18.4444	0	10.1542	34838.1	3246	7443.74	51699.1	0	0	3079.35	36.8829	2545.5
No	18.4444	0	10.1542	34838.1	3246	7443.74	51699.1	0	0	3079.35	36.8829	2545.5
Yes	7.06786	0	0	35937.6	4451.36	2241.16	57574.1	0	0	3526.4	1124.77	1786.74
Yes	7.06786	0	0	35937.6	4451.36	2241.16	57574.1	0	0	3526.4	1124.77	1786.74
No	7.04449	0	0	14985.4	2289.99	2569.43	17440.4	0	10.5182	301.974	16.7494	648.256
No	7.04449	0	0	14985.4	2289.99	2569.43	17440.4	0	10.5182	301.974	16.7494	648.256
No	0	0	0	12.7401	0	0	2.17271	0	6.1873	0	0	0
No	0	0	0	12.7401	0	0	2.17271	0	6.1873	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	133.329	0	105.881	240.705	464.729	0	5.78365	56.1407	7.03064	0	2.57315
No	0	0	0	0	0	2.50665	0	0	0	0	0	5.1318
No	0	0	0	0	0	2.50665	0	0	0	0	0	5.1318
No	0	0	0	5.16611	1.33675	47.8784	0	0	0	0	0	16.5981
Yes	0	0	0	7317.26	987.871	1238.78	25702	0	0	305.083	383.149	631.499
Yes	0	0	0	7317.26	987.871	1238.78	25702	0	0	305.083	383.149	631.499
No	0	0	0	0	32.2928	0	0	0	0	0	10.2482	0
No	0	0	0	0	32.2928	0	0	0	0	0	10.2482	0
No	0	0	0	0	0	0	8.20419	0	0	0	0	0
No	0	0	0	0	0	0	8.20419	0	0	0	0	0
No	0	0	0	0	0	3.82089	0	0	0	0	2.85488	0
No	0	0	0	45.1626	0	16.3988	0	0	0	0	0	0.747855
No	0	0	0	45.1626	0	16.3988	0	0	0	0	0	0.747855
No	0	0	0	27.9342	0	0	0	0	0	0	0	0
No	0	0	0	27.9342	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0.226509	0	0	1867.63	342.902	163.114	8223.27	0	0	52.5321	83.1306	196.741
Yes	0.226509	0	0	1867.63	342.902	163.114	8223.27	0	0	52.5321	83.1306	196.741
No	0	0	0	0	0	0	3.06554	0	0	0	0	6.37985
No	0	0	0	0	0	0	3.06554	0	0	0	0	6.37985
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	1.77741	0	0	0	0	0	0
No	0	0	0	7.56767	0	12.8223	0	0	0	0	0	13.3035
Yes	0	0	0	155.938	0	31.2879	98.9291	0	0	7.99002	0	37.3059
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	9.87361	2.80633	52.0669
No	0	0	0	4.91208	2.28505	86.1197	911.845	0	0	38.337	109.803	227.581
Yes	0	0	0	1913.13	429.336	826.03	5160.63	0	0	47.6977	278.77	345.276
No	0	0	0	0	0	0	0	0	0	0	0	1.63868
No	0	0	0	6.47655	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	7.90016	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	6.09658	0	0	0	0	0	39.334	0
No	0	0	0	39.4546	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	26.3347	0	44.3253	1.67045	0	0.835731	0	0.711416	18.1288
No	0	0	0	2.40472	0	12.752	0	0	0	0	16.9672	0
No	2.40223	2.87914	0	0	0	0	0	0	0	0	0	25.9448
No	0	0	0	0	0	0	0	0	0	0	43.0914	0
Yes	0	0	0	0	0	0	3.50767	0	0	0	44.4807	0
No	6.838	0	0	5091.68	129.089	286.256	12288.8	0	0	206.317	77.4181	511.423
No	0	0	0	19.1555	0	0	0	0	0	0	3.99414	75.1819
No	0	0	0	5.6613	0	0	0	0	0	8.22916	0	75.1819
Yes	3.43712	0	0	298.505	45.8297	625.391	2914.05	0	0	17.8496	78.7899	137.914
No	0	0	0	0	0	0	51.9839	0	0	0	0	0
No	0	0	0	38.9112	12.547	172.997	0	0	0	0	175.504	35.1651
No	0	0	0	2.91385	0	0	0	0	0	0	234.706	0
No	0	0	0	0	0	0.466571	0	0	0	0	0	0
No	0	0	0	0	0	0.466571	0	0	0	0	0	0
