Functionality	H3F3A	H3K20me1	H3K23ac	H3K27ac	H3K36me3	H3K4me1	H3K4me3	H3K79me1	 H3K79me2	H3K9ac	H3K9me3	H4K4me2
No	0	0	0	147.612	0	372.062	20.1538	0	0	19.4588	294.927	0
No	0	0	0	0	1.42926	0	0	0	0	0	37.6134	0
Yes	0	0	0	40.7316	42.5135	85.416	0	0	0	0	6.5018	4.43192
Yes	0	0	0	40.7316	42.5135	85.416	0	0	0	0	6.5018	4.43192
No	0	0	0	13.0294	64.0462	61.1607	3.45481	0	0	0	708.785	0
No	0	0	0	13.0294	64.0462	61.1607	3.45481	0	0	0	708.785	0
No	0	0	0	13.0294	64.0462	61.1607	3.45481	0	0	0	708.785	0
No	0	0	0	13.0294	64.0462	61.1607	3.45481	0	0	0	708.785	0
No	7.002	0	0	61.9516	62.2912	225.217	78.0582	0	0	0	233.09	38.9181
No	7.002	0	0	61.9516	62.2912	225.217	78.0582	0	0	0	233.09	38.9181
No	2.93264	0	0	3.29201	149.155	78.818	3.75359	0	0	27.3816	0	78.4014
No	0	0	0	0	2199.13	0	2.25339	0	51.9406	0	1455.25	0
No	0	0	0	0	2199.13	0	2.25339	0	51.9406	0	1455.25	0
No	0	0	0	0	2199.13	0	2.25339	0	51.9406	0	1455.25	0
No	0	0	0	0	2199.13	0	2.25339	0	51.9406	0	1455.25	0
No	0	0	0	0	75.8813	0	27.3845	0	0	0	1820.04	0
No	0	0	0	0	75.8813	0	27.3845	0	0	0	1820.04	0
No	0	0	0	0	75.8813	0	27.3845	0	0	0	1820.04	0
No	0	0	0	0	75.8813	0	27.3845	0	0	0	1820.04	0
Yes	0	0	0	0	0	206.223	950.183	0	0	16.2903	39.51	118.237
Yes	0	0	0	0	0	206.223	950.183	0	0	16.2903	39.51	118.237
Yes	0	0	0	0	0	206.223	950.183	0	0	16.2903	39.51	118.237
Yes	0	0	0	0	0	206.223	950.183	0	0	16.2903	39.51	118.237
No	8.3996	0	0	38.8817	14.1472	156.779	1132.94	0	0	31.9283	30.1653	12.7968
Yes	3.91204	0	0	597.181	85.4169	505.355	4010.78	0	0	109.601	57.1706	277.643
No	0	0	0	85.3442	3.2208	143.396	104.947	0	0	0	14.0003	13.6875
No	26.642	0	0	200.824	7.99299	299.572	3104.78	0	0	18.9786	508.68	331.352
No	26.642	0	0	200.824	7.99299	299.572	3104.78	0	0	18.9786	508.68	331.352
No	37.4229	0	0	395.383	3.76912	767.306	5970.94	0	0	144.819	342.33	760.868
No	37.4229	0	0	395.383	3.76912	767.306	5970.94	0	0	144.819	342.33	760.868
Yes	19.4576	0	0	2108.83	434.698	1745.81	14401.6	0	0	91.9662	158.612	1371.64
Yes	19.4576	0	0	2108.83	434.698	1745.81	14401.6	0	0	91.9662	158.612	1371.64
No	20.9804	0	0	851.781	159.225	1046.31	6314.53	0	0	107.557	38.4302	764.281
No	39.5184	0	0	2045.06	132.174	2416.47	14442.8	0	0	503.58	170.774	1520.71
No	39.5184	0	0	2045.06	132.174	2416.47	14442.8	0	0	503.58	170.774	1520.71
No	10.2248	0	0	0	0	5.86936	0	0	0	0	0	0
No	10.2248	0	0	0	0	5.86936	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	26.7297	0
No	0	0	0	0	0	0	0	0	0	0	221.533	0
No	0	0	0	0	0	0	0	0	0	0	221.533	0
No	0	0	0	0	0	0	0	0	0	0	221.533	0
No	0	0	0	0	3.09366	0	0	0	0	0	86.2339	0
No	0	0	0	0	3.09366	0	0	0	0	0	86.2339	0
No	11.3476	0	0	6.24904	0	30.7672	0	0	5.20306	0	0	0
No	11.3476	0	0	6.24904	0	30.7672	0	0	5.20306	0	0	0
No	0	0	0	211.52	0	172.98	295.745	0	1.2493	40.5742	5.86488	145.519
No	0	0	0	211.52	0	172.98	295.745	0	1.2493	40.5742	5.86488	145.519
No	0	0	0	759.429	58.9522	972.463	1905.46	0	11.8374	165.989	86.2103	481.338
No	0	0	0	759.429	58.9522	972.463	1905.46	0	11.8374	165.989	86.2103	481.338
No	0	0	0	759.429	58.9522	972.463	1905.46	0	11.8374	165.989	86.2103	481.338
No	0	0	0	759.429	58.9522	972.463	1905.46	0	11.8374	165.989	86.2103	481.338
No	0	0	0	14.9525	0	3.81964	79.4271	0	0	10.5555	0	32.6511
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	141.392	952.077	0	3846.94	9097.91	2826.97	9373.55	17.219	601.876	698.805	0	1271.63
Yes	141.392	952.077	0	3846.94	9097.91	2826.97	9373.55	17.219	601.876	698.805	0	1271.63
Yes	76.6905	560.901	5.00213	4650.56	4619.04	3428.2	29644.7	12.6251	639.207	2013.12	6.40857	1442.51
Yes	66.615	585.951	8.73258	6678.36	3903.52	3415.72	39331.6	3.36919	688.363	2563.68	8.51361	1631.48
Yes	44.4118	0	0	1475.46	403.398	1914.84	11421.9	0	0	197.209	500.662	1710.53
Yes	44.4118	0	0	1475.46	403.398	1914.84	11421.9	0	0	197.209	500.662	1710.53
Yes	44.4118	0	0	1475.46	403.398	1914.84	11421.9	0	0	197.209	500.662	1710.53
Yes	29.084	0	0	2536.73	269.344	1682.78	12582.8	0	42.8435	434.485	115.376	1659.13
Yes	29.084	0	0	2536.73	269.344	1682.78	12582.8	0	42.8435	434.485	115.376	1659.13
No	6.12612	0	0	62.5937	0	13.6408	274.394	0	50.8141	65.0307	38.9039	70.2812
No	6.12612	0	0	62.5937	0	13.6408	274.394	0	50.8141	65.0307	38.9039	70.2812
No	2.38111	0	0	17.2812	4.82434	114.048	4.06269	0	2.5357	0	52.6005	55.4865
No	0	0	0	0	0	0	0	0	0	0	13.4385	0
Yes	1.25754	0	0	325.924	57.5649	137.578	752.12	0	0	29.6025	14.4668	192.332
Yes	9.32994	0	0	1330.96	314.972	1856.75	31790	0	0	944.036	54.0748	1644.2
Yes	9.32994	0	0	1330.96	314.972	1856.75	31790	0	0	944.036	54.0748	1644.2
Yes	25.3812	0	15.9952	46629.3	914.315	1487.41	24895.4	0	0	4523.53	42.7938	1269.71
Yes	25.3812	0	15.9952	46629.3	914.315	1487.41	24895.4	0	0	4523.53	42.7938	1269.71
No	92.5985	0	0	7480.26	244.657	832.415	726.177	0	0	1489.58	0	1193.48
No	92.5985	0	0	7480.26	244.657	832.415	726.177	0	0	1489.58	0	1193.48
No	13.4198	0	0	5.76462	0	28.4936	0.220312	0	0	0	0	0
No	13.4198	0	0	5.76462	0	28.4936	0.220312	0	0	0	0	0
No	13.4198	0	0	5.76462	0	28.4936	0.220312	0	0	0	0	0
No	0	0	0	0	0	0	4.08581	0	0	0	0.70931	0
No	5.2336	0	0	314.844	79.0812	905.528	7833.93	0	0	136.124	20.6856	961.342
Yes	2.70671	0	0	1292.02	370.227	1095.38	11009.2	0	0	125.336	175.459	991.816
No	5.3389	0	0	2496.73	724.65	1972.6	21763.4	0	0	285.465	326.995	1991.82
No	5.3389	0	0	2496.73	724.65	1972.6	21763.4	0	0	285.465	326.995	1991.82
No	8.00835	0	0	3730.6	1079.42	2839.71	32664.3	0	0	457.053	467.711	3012.26
No	8.00835	0	0	3730.6	1079.42	2839.71	32664.3	0	0	457.053	467.711	3012.26
No	8.00835	0	0	3730.6	1079.42	2839.71	32664.3	0	0	457.053	467.711	3012.26
No	0	0	0	6.09447	15.5463	0	0	0	0	0	0	0
No	0	0	0	6.09447	15.5463	0	0	0	0	0	0	0
No	7.51769	0	0	247.321	38.5469	1009.99	7337.4	0	0	68.8008	25.3064	1060.13
No	0	0	0	5.41727	0	0	0	0	0	0	5.45691	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	4.07799	2.57967	0	0	0	0	0	0	0
No	0	0	0	53.3117	17.5543	17.8003	5.03881	0	0	0	0	0
No	0	0	0	53.3117	17.5543	17.8003	5.03881	0	0	0	0	0
No	0	0	0	53.3117	17.5543	17.8003	5.03881	0	0	0	0	0
No	0	0	0	14.2018	6.07393	0	0	0	0	0	12.5971	0
No	0	0	0	28.1129	17.626	50.2224	0	0	0	0	30.975	0
No	0	0	0	28.1129	17.626	50.2224	0	0	0	0	30.975	0
Yes	0	0	0	805.994	402.912	1659.81	12922.5	0	0	18.307	148.36	1314.47
Yes	0	0	0	805.994	402.912	1659.81	12922.5	0	0	18.307	148.36	1314.47
No	5.92838	0	0	40.3165	41.8829	748.962	9521.31	0	0	105.198	257.571	1111.25
No	5.92838	0	0	40.3165	41.8829	748.962	9521.31	0	0	105.198	257.571	1111.25
No	0	0	0	44.6249	0	7.03811	1.37653	0	0	0	10.568	0
No	0	0	0	283.431	10.5196	556.724	632.465	0	0	30.3798	0	600.165
No	0	0	0	283.431	10.5196	556.724	632.465	0	0	30.3798	0	600.165
No	0	0	0	182.015	0	286.518	74.7904	0	0	26.0807	0	90.0683
No	0	0	0	182.015	0	286.518	74.7904	0	0	26.0807	0	90.0683
No	0.112006	0	0	181.759	16.4429	123.83	125.51	0	0	0	0	16.4303
No	0.112006	0	0	181.759	16.4429	123.83	125.51	0	0	0	0	16.4303
No	0	0	0	59.616	0	38.8163	0	0	0	0	0	0
No	0	0	0	59.616	0	38.8163	0	0	0	0	0	0
No	0	0	0	59.616	0	38.8163	0	0	0	0	0	0
No	0	0	0	15.6282	0	13.6693	0	0	0	0	0	0
No	0	0	0	7.34941	0	2.5597	0	0	0	0	0	0
No	19.178	0	0	60.2997	18.067	613.717	2116.28	0	0	38.8627	181.525	281.273
No	19.178	0	0	60.2997	18.067	613.717	2116.28	0	0	38.8627	181.525	281.273
No	4.87205	0	0	75.7101	38.5341	158.288	831.091	0	0	19.4314	233.441	128.135
Yes	6.88138	0	0	212.61	99.0616	354.521	1738.67	0	0	27.0336	469.928	255.879
Yes	6.88138	0	0	212.61	99.0616	354.521	1738.67	0	0	27.0336	469.928	255.879
No	6.6519	0	0	15.282	0	161.699	975.575	0	0	68.6655	60.7867	159.421
No	6.6519	0	0	15.282	0	161.699	975.575	0	0	68.6655	60.7867	159.421
No	0	0	0	11.1048	38.9371	0	0	0	0	0	519.672	0
No	0	0	0	11.1048	38.9371	0	0	0	0	0	519.672	0
No	0	0	0	28.6628	372.161	0.142647	35.5147	0	0	0	2342.84	0
No	0	0	0	28.6628	372.161	0.142647	35.5147	0	0	0	2342.84	0
No	0	0	0	17.7441	462.183	0	291.079	0	7.36854	0	4433.36	0
No	0	0	0	17.7441	462.183	0	291.079	0	7.36854	0	4433.36	0
No	9.62212	0	3.54679	458.172	229.836	651.785	4860.74	0	7.87742	270.111	1009.98	518.547
No	11.9675	3.0402	0	93.952	352.455	79.8896	8.18295	0	0	0.797982	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	1.00873	0	0	11.8741	8.83606	52.3464	16.9816	0	0	2.82653	18.3611	87.7816
Yes	0	0	0	39.6562	14.9041	66.2933	175.602	0	0	0	47.0357	136.178
No	7.28119	0	0	18.3889	6.20115	23.8157	516.106	0	0	27.969	25.0031	203.693
No	14.5624	0	0	34.9391	13.0359	36.3023	553.585	0	0	10.3652	10.0059	308.543
No	14.5624	0	0	34.9391	13.0359	36.3023	553.585	0	0	10.3652	10.0059	308.543
Yes	69.5999	389.588	0	3120.63	4155.65	1556.47	7545.4	9.21961	335.217	1313.03	0	1061.86
No	0	0	0	95.0252	13.0968	105.309	594.334	0	0	34.8158	27.5138	214.943
No	23.184	0	0	480.418	257.144	914.029	9197.81	0	0	140.068	445.832	839.737
No	16.4803	0	0	2318.38	664.542	1856.86	36688.4	0	0	952.949	618.706	2123.7
No	16.4803	0	0	2318.38	664.542	1856.86	36688.4	0	0	952.949	618.706	2123.7
Yes	9.5747	0	0	1951.75	554.08	1130.05	18992.5	0	0	497.675	303.621	963.41
No	2.27015	0	0	226.271	194.511	445.802	5025.17	0	0	86.9768	322.71	663.359
No	6.45325	0	0	40.0346	123.979	275.832	2742.57	0	0	29.6637	474.746	365.349
No	0	0	0	205.788	19.4171	49.794	455.277	0	0	4.38338	738.225	49.9315
Yes	0	3.99717	0	164.662	47.3246	113.173	1640.68	0	0	47.8971	327.578	347.875
No	0	0	0	77.3687	111.095	175.952	657.226	0	0	0	641.383	225.51
No	3.03392	3.59458	0	130.06	173.946	97.8973	839.687	0	0	26.0631	1077.09	263.418
No	0	2.99772	0	10.9977	1.26245	0	0	0	0	0	211.448	40.6815
No	0	3.22388	0	147.406	19.3797	118.608	2445.02	0	0	78.5446	107.168	423.949
No	0	0	0	0	15.3823	4.54543	0	0	0	0	86.2673	0
No	0	2.3184	0	0	32.8502	46.8762	535.672	0	0	0	167.499	176.068
Yes	9.20507	0.520215	3.33018	178.407	122.557	116.123	2120.2	0	0	22.1401	313.734	347.385
No	16.8071	0	0	139.696	59.0506	303.129	2108.2	0	0	30.3562	778.489	612.875
No	16.8071	0	0	139.696	59.0506	303.129	2108.2	0	0	30.3562	778.489	612.875
No	26.5245	0	0	211.071	98.0978	468.513	3121.19	0	0	46.6345	1192.4	915.962
No	26.5245	0	0	211.071	98.0978	468.513	3121.19	0	0	46.6345	1192.4	915.962
No	26.5245	0	0	211.071	98.0978	468.513	3121.19	0	0	46.6345	1192.4	915.962
No	9.40061	0	0	56.457	138.949	123.143	142.643	0	0	11.3422	634.875	76.5651
No	0	0	0	73.3605	9.48648	36.8184	69.0997	0	0	25.5208	160.39	21.1404
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	36.8484	8.66952	0	2017.45	22.0284	282.107	6671.57	0	0	458.432	50.129	907.598
No	36.8484	8.66952	0	2017.45	22.0284	282.107	6671.57	0	0	458.432	50.129	907.598
No	36.8484	8.66952	0	2017.45	22.0284	282.107	6671.57	0	0	458.432	50.129	907.598
No	9.92125	0	0	906.773	56.8026	140.744	3152.65	0	0	304.623	155.941	392.083
No	9.33008	3.10146	0	795.384	50.0263	131.085	3280.17	0	0	227.069	47.9392	443.198
Yes	20.1313	9.30438	0	2144.33	147.697	384.2	9516.6	0	0	522.442	107.753	1267.48
Yes	20.1313	9.30438	0	2144.33	147.697	384.2	9516.6	0	0	522.442	107.753	1267.48
Yes	20.1313	9.30438	0	2144.33	147.697	384.2	9516.6	0	0	522.442	107.753	1267.48
No	0	0	0	269.749	37.4569	199.797	192.631	0	0	3.02566	65.6325	427.061
No	0	0	0	269.749	37.4569	199.797	192.631	0	0	3.02566	65.6325	427.061
No	0	0	0	269.749	37.4569	199.797	192.631	0	0	3.02566	65.6325	427.061
No	0	0	0	3.1276	10.6779	2.15862	0	0	0	0	26.8135	2.85111
Yes	0	0	0	11.2281	5.53348	1.86292	257.504	0	0	0	172.625	86.9271
No	4.01282	11.0318	0	54.8148	49.6894	81.821	710.661	0	0	31.0863	400.657	186.587
No	8.13156	20.479	0	178.477	183.244	171.711	80.3341	0	0	0	851.238	0
No	8.13156	20.479	0	178.477	183.244	171.711	80.3341	0	0	0	851.238	0
No	8.13156	20.479	0	178.477	183.244	171.711	80.3341	0	0	0	851.238	0
No	10.9128	18.0854	0	462.575	196.892	334.06	888.752	0	0	40.9746	781.287	120.446
No	21.3868	19.9584	0	926.491	394.363	431.664	1670.41	0	0	43.2124	1523.03	131.058
No	21.3868	19.9584	0	926.491	394.363	431.664	1670.41	0	0	43.2124	1523.03	131.058
No	0	6.52509	0	32.3066	0	15.9336	50.7919	0	0	0	112.178	19.6351
No	0	6.52509	0	32.3066	0	15.9336	50.7919	0	0	0	112.178	19.6351
No	0	6.52509	0	32.3066	0	15.9336	50.7919	0	0	0	112.178	19.6351
No	5.94202	12.3406	0	22.1628	115.058	19.7828	25.0056	0	0	0	502.265	0
No	2.63706	7.41657	0	67.8026	42.2727	129.61	366.824	0	0	6.87226	449.453	52.8513
No	6.50769	6.70037	0	56.207	36.7685	77.3885	816.959	0	0	0	245.46	154.037
Yes	2.70277	6.70237	0	716.753	618.693	1119.41	6583.31	0	0	92.3077	898.746	447.031
No	5.3549	0	0	312.42	349.964	255.977	3325.39	0	0	34.7837	503.073	401.365
No	13.5471	5.83444	0	74.7519	95.7397	678.491	3004.47	0	0	56.6408	352.026	594.691
Yes	2.76708	0.677149	0	300.526	157.455	202.855	1401.46	0	0	6.13978	198.876	368.452
No	0	4.14704	0	646.409	313.912	392.304	2958.94	0	0	19.4596	390.723	785.258
No	0	4.14704	0	646.409	313.912	392.304	2958.94	0	0	19.4596	390.723	785.258
No	0	10.1216	0	1261.43	649.049	965.398	6793.91	0	0	177.31	663.503	1835.83
No	0	10.1216	0	1261.43	649.049	965.398	6793.91	0	0	177.31	663.503	1835.83
No	0	10.1216	0	1261.43	649.049	965.398	6793.91	0	0	177.31	663.503	1835.83
No	0	10.1216	0	1261.43	649.049	965.398	6793.91	0	0	177.31	663.503	1835.83
No	0	0	0	126.092	89.584	136.212	337.211	0	0	11.3772	180.724	199.889
No	0	0	0	110.071	20.3153	198.621	87.1658	0	0	22.7544	56.8634	89.8841
No	0	0	0	110.071	20.3153	198.621	87.1658	0	0	22.7544	56.8634	89.8841
No	0	0	0	0	3.00353	0	0	0	0	0	6.62993	0
No	0	0	0	4.14317	8.75507	0	0	0	0	18.5228	71.2098	67.1131
No	11.0826	0	0	8.42018	0	31.2424	20.01	0	0	14.9694	113.977	134.226
No	11.0826	0	0	8.42018	0	31.2424	20.01	0	0	14.9694	113.977	134.226
Yes	0	5.72424	0	550.102	301.806	430.803	2701.2	0	0	0.742105	624.615	523.319
Yes	0	5.72424	0	550.102	301.806	430.803	2701.2	0	0	0.742105	624.615	523.319
No	0	5.72424	0	79.9431	0.373673	64.0149	2380.74	0	0	30.982	291.417	417.086
No	0	5.72424	0	79.9431	0.373673	64.0149	2380.74	0	0	30.982	291.417	417.086
No	0	6.10274	0	109.368	21.0992	226.387	3083.49	0	0	112.56	43.3322	871.95
No	0	6.10274	0	109.368	21.0992	226.387	3083.49	0	0	112.56	43.3322	871.95
No	0	0	0	0	2.22577	0	0.164496	0	0	0	0.795767	0
No	0	0	0	0	0.152234	0	0.393355	0	0	0	14.5865	0
No	0	0	0	12.1786	9.96362	0	9.43445	0	0	0	33.3925	0
No	0	0	0	0	4.51455	9.19313	0	0	0	0	0	0
No	0	0	0	7.59434	0	3.57887	0	0	0	0	39.7349	0
No	0	0	0	32.959	2.06897	0	0	0	0	0	11.9615	0
No	0	0	0	32.959	2.06897	0	0	0	0	0	11.9615	0
No	0	0	0	32.959	2.06897	0	0	0	0	0	11.9615	0
No	0	0	6.80117	971.462	254.267	1790.18	619.412	0	16.3243	0	2281.52	83.7358
No	0	0	6.80117	971.462	254.267	1790.18	619.412	0	16.3243	0	2281.52	83.7358
No	0	0	6.80117	971.462	254.267	1790.18	619.412	0	16.3243	0	2281.52	83.7358
No	0	0	6.80117	971.462	254.267	1790.18	619.412	0	16.3243	0	2281.52	83.7358
No	99.8244	0	0	50231.5	2392.99	746.886	90496.9	0	0	8875.18	28.4415	4363.46
No	99.8244	0	0	50231.5	2392.99	746.886	90496.9	0	0	8875.18	28.4415	4363.46
No	99.8244	0	0	50231.5	2392.99	746.886	90496.9	0	0	8875.18	28.4415	4363.46
No	99.8244	0	0	50231.5	2392.99	746.886	90496.9	0	0	8875.18	28.4415	4363.46
No	27.6314	0	0	24395.4	1693.84	588.263	37220.5	5.8265	0	3190.14	294.897	1098.21
Yes	63.0746	0	10.1592	97156.4	7484.26	3153.3	148422	0	0	12459.4	1640.6	4135.58
Yes	63.0746	0	10.1592	97156.4	7484.26	3153.3	148422	0	0	12459.4	1640.6	4135.58
Yes	63.0746	0	10.1592	97156.4	7484.26	3153.3	148422	0	0	12459.4	1640.6	4135.58
Yes	63.0746	0	10.1592	97156.4	7484.26	3153.3	148422	0	0	12459.4	1640.6	4135.58
No	162.977	0	6.75971	82493.6	3045.57	3670.5	137877	0	8.66396	12337	6.08989	4880.81
No	162.977	0	6.75971	82493.6	3045.57	3670.5	137877	0	8.66396	12337	6.08989	4880.81
No	162.977	0	6.75971	82493.6	3045.57	3670.5	137877	0	8.66396	12337	6.08989	4880.81
No	162.977	0	6.75971	82493.6	3045.57	3670.5	137877	0	8.66396	12337	6.08989	4880.81
Yes	7.09825	174.746	6.12478	195.183	2383.63	163.293	0	7.78415	107.537	0	0	9.85468
No	0	0	0	568.177	0	190.222	35.1152	0	0	0	0	4.7931
No	4.18389	0	0	2993.37	395.658	1558.46	19211.1	4.6313	0	350.769	40.9453	1097.66
Yes	0	0	0	4925.16	587.237	1068.55	16456.6	0	0	375.857	164.101	769.53
No	7.80734	0	0	527.201	28.347	303.426	122.95	0	0	2.97733	12.8073	192.933
No	3.3449	0	0	115.202	52.3456	298.177	3712.05	0	0	44.3242	95.8649	334.934
No	0	0	0	152.438	51.4427	214.152	0	0	0	20.2638	19.9957	0
No	0	0	0	152.438	51.4427	214.152	0	0	0	20.2638	19.9957	0
No	0	0	0	0	3.59268	14.6726	0	0	0	0	29.8291	0
No	0	0	0	0	3.59268	14.6726	0	0	0	0	29.8291	0
No	0	0	0	8.4793	26.4585	0	0	0	0	0	0	0
No	0	0	0	14.4181	14.8204	35.246	0	0	0	0	38.3694	0
No	0	0	0	14.4181	14.8204	35.246	0	0	0	0	38.3694	0
No	0	0	0	14.4181	14.8204	35.246	0	0	0	0	38.3694	0
No	0	0	0	14.4181	14.8204	35.246	0	0	0	0	38.3694	0
No	0	0	0	0	2.30817	0	0	0	0	0	256.838	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	5.4883	0	0	7.5043	0	175.202	0	0	0	0	0	5.9306
No	5.4883	0	0	7.5043	0	175.202	0	0	0	0	0	5.9306
No	1.9762	0	0	14.0894	0	172.599	0	0	0	0	0	23.7953
No	0	0	0	28.2928	0	119.604	0	0	0	0	2.82702	8.99559
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	39.3486	69.2714	11.712	1455.27	0	3797.52	7699.74	0	6.78292	682.753	7.01341	2659.86
No	39.3486	69.2714	11.712	1455.27	0	3797.52	7699.74	0	6.78292	682.753	7.01341	2659.86
No	0	0	0	198.426	0	211.989	8.20638	0	0	0	0	0
No	6.48962	0	0	323.28	4.11537	21.5088	265.944	0	0	0	6.08492	31.4735
No	6.48962	0	0	323.28	4.11537	21.5088	265.944	0	0	0	6.08492	31.4735
No	0	0	0	1.20389	0	5.9307	0	0	0	0	0	0
No	0	0	0	1.20389	0	5.9307	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	1.50954	0
No	0	0	9.25258	12.5365	0	140.13	0	0	0	0	1.85756	22.2022
No	0	0	9.25258	12.5365	0	140.13	0	0	0	0	1.85756	22.2022
No	0	0	0	0	0	0	0	0	0	16.2553	0	83.7312
No	4.26504	0	0	573.74	21.0232	842.382	63.3272	0	0	42.2179	0	82.3369
No	0	0	0	527.508	4.24501	165.172	38.6241	0	3.2132	16.699	21.5883	28.9829
No	0	0	0	16.4315	8.51579	0	0	0	0	0	0	0
No	0	0	0	16.4315	8.51579	0	0	0	0	0	0	0
No	0	0	0	0	40.2197	0	0	0	0	0	383.14	0
No	0	0	0	0	40.2197	0	0	0	0	0	383.14	0
No	0	0	0	0	40.2197	0	0	0	0	0	383.14	0
No	0	0	0	0	40.2197	0	0	0	0	0	383.14	0
No	0	0	0	54.3797	0	0	18.8397	0	0	0	0	0
No	0	0	0	54.3797	0	0	18.8397	0	0	0	0	0
No	0	0	0	54.3797	0	0	18.8397	0	0	0	0	0
No	0	0	0	33.8862	0	0	0	0	0	0	0	0
No	0	0	0	33.8862	0	0	0	0	0	0	0	0
No	0	0	0	33.8862	0	0	0	0	0	0	0	0
No	0	0	0	8.0277	0	6.36684	0	0	0	0	0	0
No	0	0	0	8.0277	0	6.36684	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	2.95271	7.10495	0	82.105	0	38.883	0	0	0	3.52494	0	0
No	0	0	0	0	0.738893	0	0	0	0	0	0	0
No	0	0	0	0	0.738893	0	0	0	0	0	0	0
No	0	3.92113	0	0.233613	0	17.0451	0	0	0	0	0	0.244484
No	0	0	0	0	6.1874	0	0	0	0	0	32.9888	0
No	0	0	0	0	6.1874	0	0	0	0	0	32.9888	0
No	0	10.3338	0	0	0	5.63413	0	0	0	0	0	2.19033
No	0	0	0	213.057	36.8821	9.46717	18.4207	0	0	0	0	0
No	0	0	0	0	0	260.217	0	0	0	0	0	140.842
No	0	0	0	0	0	260.217	0	0	0	0	0	140.842
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	31.9013	0	0	0	0	0	19.3577
No	0	0	0	143.235	12.7178	35.6914	0	0	0	0	1.54365	0
Yes	0	2.0281	0	83.9782	0	5.71035	8.96599	0	0	0	2.84881	0
No	0	0	0	16.9131	1.60218	171.448	6.40396	0	0	0	1.36907	0
No	0	9.79659	0	0	0	25.6448	17.2288	0	0	0	0	17.6479
No	0	9.79659	0	0	0	25.6448	17.2288	0	0	0	0	17.6479
No	0	0	0	0	0	30.5441	27.1708	0	0	0	0	91.7581
No	0	0	0	11.7829	0	86.3794	4.94446	0	0	4.27674	0	0.230643
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	2.82373	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	13.6832	0	11.2215	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	18.8313	0
No	0	0	0	0	0	0	0	0	0	0	18.8313	0
No	0	0	0	0	0	0	0	0	0	0	8.79907	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	3.99893	0	0	0	0	0	0	0	0
No	0	0	0	3.99893	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	27.2816	68.7515	0	161.579	129.633	5.40862	8.72856	0	2.77658	0	0	35.1961
No	8.72296	16.6187	0	123.112	0	8.95556	0	0	17.3532	0	0	35.306
No	8.72296	16.6187	0	123.112	0	8.95556	0	0	17.3532	0	0	35.306
No	0	4.84955	2.1667	77.3643	107.688	856.921	146.868	0	0	12.7234	13.6535	263.686
No	0	390.874	0	86.3537	38.7368	61.1131	0	0	0	0	0	0
No	0	390.874	0	86.3537	38.7368	61.1131	0	0	0	0	0	0
No	0	390.874	0	86.3537	38.7368	61.1131	0	0	0	0	0	0
Yes	19.5394	796.346	0	714.545	8506.29	2344.2	0	42.9721	647.784	0	0	59.1933
Yes	19.5394	796.346	0	714.545	8506.29	2344.2	0	42.9721	647.784	0	0	59.1933
Yes	19.5394	796.346	0	714.545	8506.29	2344.2	0	42.9721	647.784	0	0	59.1933
No	2.11874	0	0	70.6569	0	0	83.335	0	0	0	0	0
No	2.11874	0	0	70.6569	0	0	83.335	0	0	0	0	0
No	2.11874	0	0	70.6569	0	0	83.335	0	0	0	0	0
No	0	0	0	6.74153	0	0	0	0	0	0	62.955	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
