"H2AFZ_AvgSignal","H2AFZ_MaxSignal","H2AFZ_MaxScaledSignal","H2AK5ac_AvgSignal","H2AK5ac_MaxSignal","H2AK5ac_MaxScaledSignal","H2AK9ac_AvgSignal","H2AK9ac_MaxSignal","H2AK9ac_MaxScaledSignal","H2BK120ac_AvgSignal","H2BK120ac_MaxSignal","H2BK120ac_MaxScaledSignal","H2BK12ac_AvgSignal","H2BK12ac_MaxSignal","H2BK12ac_MaxScaledSignal","H2BK15ac_AvgSignal","H2BK15ac_MaxSignal","H2BK15ac_MaxScaledSignal","H2BK20ac_AvgSignal","H2BK20ac_MaxSignal","H2BK20ac_MaxScaledSignal","H2BK5ac_AvgSignal","H2BK5ac_MaxSignal","H2BK5ac_MaxScaledSignal","H3F3A_AvgSignal","H3F3A_MaxSignal","H3F3A_MaxScaledSignal","H3K14ac_AvgSignal","H3K14ac_MaxSignal","H3K14ac_MaxScaledSignal","H3K18ac_AvgSignal","H3K18ac_MaxSignal","H3K18ac_MaxScaledSignal","H3K23ac_AvgSignal","H3K23ac_MaxSignal","H3K23ac_MaxScaledSignal","H3K23me2_AvgSignal","H3K23me2_MaxSignal","H3K23me2_MaxScaledSignal","H3K27ac_AvgSignal","H3K27ac_MaxSignal","H3K27ac_MaxScaledSignal","H3K27me3_AvgSignal","H3K27me3_MaxSignal","H3K27me3_MaxScaledSignal","H3K36me3_AvgSignal","H3K36me3_MaxSignal","H3K36me3_MaxScaledSignal","H3K4ac_AvgSignal","H3K4ac_MaxSignal","H3K4ac_MaxScaledSignal","H3K4me1_AvgSignal","H3K4me1_MaxSignal","H3K4me1_MaxScaledSignal","H3K4me2_AvgSignal","H3K4me2_MaxSignal","H3K4me2_MaxScaledSignal","H3K4me3_AvgSignal","H3K4me3_MaxSignal","H3K4me3_MaxScaledSignal","H3K56ac_AvgSignal","H3K56ac_MaxSignal","H3K56ac_MaxScaledSignal","H3K79me1_AvgSignal","H3K79me1_MaxSignal","H3K79me1_MaxScaledSignal","H3K79me2_AvgSignal","H3K79me2_MaxSignal","H3K79me2_MaxScaledSignal","H3K9ac_AvgSignal","H3K9ac_MaxSignal","H3K9ac_MaxScaledSignal","H3K9me1_AvgSignal","H3K9me1_MaxSignal","H3K9me1_MaxScaledSignal","H3K9me2_AvgSignal","H3K9me2_MaxSignal","H3K9me2_MaxScaledSignal","H3K9me3_AvgSignal","H3K9me3_MaxSignal","H3K9me3_MaxScaledSignal","H3T11ph_AvgSignal","H3T11ph_MaxSignal","H3T11ph_MaxScaledSignal","H4K12ac_AvgSignal","H4K12ac_MaxSignal","H4K12ac_MaxScaledSignal","H4K20me1_AvgSignal","H4K20me1_MaxSignal","H4K20me1_MaxScaledSignal","H4K5ac_AvgSignal","H4K5ac_MaxSignal","H4K5ac_MaxScaledSignal","H4K8ac_AvgSignal","H4K8ac_MaxSignal","H4K8ac_MaxScaledSignal","H4K91ac_AvgSignal","H4K91ac_MaxSignal","H4K91ac_MaxScaledSignal","chrm_acc_MaxScaledSignal","methylome","Dataset"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9222,4.05677,3.67079,0,0,0,173.907,8.37799,8.37799,0,0,0,74.3492,10.89353,10.8935,0,0,0,0,0,0,0,0,0,7.76262,5.28038,5.28038,41.1608,6.6492,6.6492,0,0,0,0,0,0,0,0,0,2.48102,3.30803,2.48102,0,0,0,0,0,0,6.33648,3.3681,3.3681,0,0,0,0,0,0,0,0,0,17.5629,83.0301,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0884,21.86283,10.2861,193.156,11.29984,11.2998,803.04,20.78432,20.7843,0,0,0,3.57583,4.17986,3.57583,0,0,0,0,0,0,0,0,0,3.84274,4.07849,3.84274,5.22497,5.22497,5.22497,0,0,0,0,0,0,0,0,0,8.07394,8.07394,8.07394,0,0,0,0,0,0,3.12403,3.12403,3.12403,0,0,0,0,0,0,0,0,0,0.0989709,89.4373,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0011,11.06442,11.0644,0,0,0,444.32,24.36925,24.3693,0,0,0,57.2858,9.08114,9.08114,0,0,0,146.259,34.985,34.985,0,0,0,0,0,0,140.723,33.87144,33.8714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9548,11.34135,11.3414,0,0,0,0,0,0,0,0,0,5.05161,75.1692,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0959,29.27065,7.05962,0,0,0,698.717,23.66575,23.6657,0,0,0,33.4201,6.35291,6.35291,0,0,0,11.5839,18.72251,5.97184,0,0,0,0,0,0,17.7179,8.61487,8.61487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6151.76,169.13161,169.132,67.9757,15.9708,15.2824,488.233,68.88749,68.8875,2.82002,3.63469,2.82002,2139.92,18.03931,18.0393,1125.34,39.17657,39.1766,27533.7,277.93936,277.939,0,0,0,5.3395,3.84344,3.18585,444.967,21.46294,21.4629,1676.84,117.7696,117.77,0,0,0,0,0,0,45.6407,8.07233,8.07233,0,0,0,0,0,0,76.5033,6.41767,5.21431,0,0,0,0,0,0,0,0,0,0.0607381,74.7726,"protein-coding-exon3"
3.31871,3.31871,3.31871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41144,3.25914,1.41144,0,0,0,0,0,0,0,0,0,0,0,0,15.607,5.56522,5.56522,20.4204,6.49988,6.49988,34.1625,20.49843,17.1089,0,0,0,24.7463,6.29397,6.29397,0,0,0,0,0,0,0,0,0,0,0,0,5.83137,5.83137,5.83137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79788,78.2594,"protein-coding-exon3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2888,8.04038,4.71156,4.44585,3.06821,2.64792,47.476,5.06275,4.99826,0,0,0,14.2445,3.94029,3.94029,0,0,0,4.41313,4.41313,4.41313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128662,89.1742,"protein-coding-exon2"
0,0,0,8.65098,4.6399,4.6399,0,0,0,0,0,0,0,0,0,1.92461,2.48061,1.92461,0,0,0,11.1797,5.74524,5.74524,0,0,0,5.06779,3.15129,3.15129,2.19638,3.26641,2.19638,4.18397,4.18397,4.18397,0,0,0,73.6016,27.58064,27.5806,62.1856,8.36286,8.36286,111.722,12.42237,12.4224,2.01261,3.64786,2.01261,17.7222,4.36827,4.36388,0,0,0,1.59025,3.4161,1.59025,0,0,0,3.72443,4.53182,3.72443,0,0,0,5.57949,5.57949,5.57949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2859,4.68605,3.5506,0,0,0,3.06527,3.60376,3.06527,0,0,0,3.18817,81.486,"protein-coding-exon3"
10.3498,5.96672,5.96672,3.8506,3.8506,3.8506,0,0,0,0,0,0,3.98034,3.98034,3.98034,3.69186,3.69186,3.69186,0,0,0,0,0,0,0,0,0,4.35019,4.35019,4.35019,1.14199,3.48405,1.14199,3.48129,3.48129,3.48129,0,0,0,124.443,18.53359,18.5336,1576.86,55.20349,55.2035,7.70982,4.25708,4.25708,0,0,0,395.394,30.09295,30.0929,119.33,15.23526,15.2353,271.361,48.55083,48.5508,0,0,0,0,0,0,0,0,0,18.0364,12.35459,12.3546,0,0,0,0,0,0,19.5669,5.89497,5.89497,0,0,0,0,0,0,0,0,0,0,0,0,8.50113,5.90099,4.91749,0,0,0,11.5064,63.841,"protein-coding-exon3"
1.47854,4.21385,1.47854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60673,4.67235,3.60673,0,0,0,0,0,0,273.556,10.94112,10.9411,0,0,0,54.1024,7.7881,7.7881,0,0,0,299.367,11.7355,11.7355,12.2969,7.43838,5.02417,2.10759,2.10759,2.10759,0,0,0,0,0,0,8.78029,8.78029,8.78029,3.84153,5.44998,3.36346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96704,3.96704,3.96704,0,0,0,0,0,0,0,0,0,8,85.5075,"protein-coding-exon2"
